"","name","layout","cmc","power","toughness","release_year","color_identity","text","text_num"
"167","Venomcrawler","normal",4,2,2,2022,"['B']","Lifelink
Devourer of Souls — Whenever another creature dies, put a +1/+1 counter on Venomcrawler.",97
"168","Acolyte Hybrid","normal",3,2,2,2022,"['R']","Heavy Rock Cutter — Whenever Acolyte Hybrid attacks, destroy up to one target artifact. If an artifact is destroyed this way, its controller draws a card.",154
"169","Aspiring Champion","normal",4,3,3,2022,"['R']","Menace
Ruinous Ascension — When Aspiring Champion deals combat damage to a player, sacrifice it. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield, then shuffle the rest into your library. If that creature is a Demon, it deals damage equal to its power to each opponent.",342
"170","Bloodcrusher of Khorne","normal",4,3,3,2022,"['R']","Trample
Devastating Charge — Other creatures you control have trample.",70
"171","Bloodthirster","normal",6,6,6,2022,"['R']","Flying, trample
Whenever Bloodthirster deals combat damage to a player, untap it. After this combat phase, there is an additional combat phase.
Bloodthirster can't attack a player it has already attacked this turn.",214
"172","Chaos Terminator Lord","normal",4,3,3,2022,"['R']","Lord of Chaos — At the beginning of combat on your turn, another target creature you control gains double strike until end of turn.",131
"173","Dark Apostle","normal",4,3,3,2022,"['R']","Gift of Chaos — {3}, {T}: The next noncreature spell you cast this turn has cascade. (When you cast that spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)",317
"174","Exocrine","normal",3,2,2,2022,"['R']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Bio-plasmic Barrage — When Exocrine enters the battlefield, it deals X damage to each player and each other creature.",241
"175","Herald of Slaanesh","normal",3,2,2,2022,"['R']","Locus of Slaanesh — Demon spells you cast cost {2} less to cast.
Other Demons you control have haste.",101
"176","Keeper of Secrets","normal",6,6,4,2022,"['R']","First strike, haste
Symphony of Pain — Whenever you cast a spell from anywhere other than your hand, Keeper of Secrets deals damage equal to that spell's mana value to target opponent.",184
"177","Khârn the Betrayer","normal",4,5,1,2022,"['R']","Berzerker — Khârn the Betrayer attacks or blocks each combat if able.
Sigil of Corruption — When you lose control of Khârn the Betrayer, draw two cards.
The Betrayer — If damage would be dealt to Khârn the Betrayer, prevent that damage and an opponent of your choice gains control of it.",287
"178","Knight Rampager","normal",5,6,5,2022,"['R']","Trample
Frenzied Rampage — At the beginning of combat on your turn, choose an opponent at random. Knight Rampager attacks that player this combat if able.
When Knight Rampager dies, it deals 4 damage to target opponent chosen at random.",236
"179","Noise Marine","normal",5,3,2,2022,"['R']","Cascade (When you cast this spell, exile cards from the top of your library until you exile a nonland card that costs less. You may cast it without paying its mana cost. Put the exiled cards on the bottom of your library in a random order.)
Sonic Blaster — When Noise Marine enters the battlefield, it deals damage equal to the number of spells you've cast this turn to any target.",381
"180","The Red Terror","normal",4,4,3,2022,"['R']","Advanced Species — Whenever a red source you control deals damage to one or more permanents and/or players, put a +1/+1 counter on The Red Terror.",146
"181","Screamer-Killer","normal",5,5,5,2022,"['R']","Trample
Bio-Plasmic Scream — Whenever you cast a creature spell with mana value 5 or greater, Screamer-Killer deals 5 damage to any target.",139
"182","Seeker of Slaanesh","normal",4,3,3,2022,"['R']","Haste
Allure of Slaanesh — Each opponent must attack with at least one creature each combat if able.",100
"183","Aberrant","normal",2,0,0,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Trample
Heavy Power Hammer — Whenever Aberrant deals combat damage to a player, destroy target artifact or enchantment that player controls.",264
"184","Biophagus","normal",2,1,3,2022,"['G']","Genomic Enhancement — {T}: Add one mana of any color. If this mana is spent to cast a creature spell, that creature enters the battlefield with an additional +1/+1 counter on it.",178
"185","Broodlord","normal",4,3,3,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Brood Telepathy — When Broodlord enters the battlefield, distribute X +1/+1 counters among any number of other target creatures you control.",264
"186","Clamavus","normal",5,3,3,2022,"['G']","Proclamator Hailer — Each creature you control gets +1/+1 for each +1/+1 counter on it.",87
"187","Haruspex","normal",4,2,2,2022,"['G']","Rapacious Hunger — Whenever another creature dies, put a +1/+1 counter on Haruspex.
Devouring Monster — {T}, Remove X +1/+1 counters from Haruspex: Add X mana of any one color.",176
"188","Hierophant Bio-Titan","normal",12,12,12,2022,"['G']","Frenzied Metabolism — As an additional cost to cast this spell, you may remove any number of +1/+1 counters from among creatures you control. This spell costs {2} less to cast for each counter removed this way.
Vigilance, reach, ward {2}
Titanic — Hierophant Bio-Titan can't be blocked by creatures with power 2 or less.",320
"189","Hormagaunt Horde","normal",1,1,1,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Endless Swarm — Whenever a land enters the battlefield under your control, you may pay {2}{G}. If you do, return Hormagaunt Horde from your graveyard to your hand.",287
"190","Lictor","normal",4,3,3,2022,"['G']","Flash
Pheromone Trail — When Lictor enters the battlefield, if a creature entered the battlefield under an opponent's control this turn, create a 3/3 green Tyranid Warrior creature token with trample.",200
"191","Nexos","normal",2,2,2,2022,"['G']","Strategic Coordinator — Basic lands you control have ""{T}: Add {C}{C}. Spend this mana only on costs that contain {X}.""",119
"192","Old One Eye","normal",6,6,6,2022,"['G']","Trample
Other creatures you control have trample.
When Old One Eye enters the battlefield, create a 5/5 green Tyranid creature token.
Fast Healing — At the beginning of your precombat main phase, you may discard two cards. If you do, return Old One Eye from your graveyard to your hand.",286
"193","Purestrain Genestealer","normal",3,1,1,2022,"['G']","Purestrain Genestealer enters the battlefield with two +1/+1 counters on it.
Vanguard Species — Whenever Purestrain Genestealer attacks, you may remove a +1/+1 counter from it. If you do, search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",280
"194","Sporocyst","normal",1,0,0,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Defender
Spore Chimney — When Sporocyst enters the battlefield, search your library for up to X basic land cards, put them onto the battlefield tapped, then shuffle.",289
"195","Termagant Swarm","normal",1,0,0,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Death Frenzy — When Termagant Swarm dies, create a number of 1/1 green Tyranid creature tokens equal to Termagant Swarm's power.",252
"196","Tervigon","normal",2,0,0,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Trample
Spawn Termagants — Whenever Tervigon deals combat damage to a player, create that many 1/1 green Tyranid creature tokens.",253
"197","Toxicrene","normal",4,2,4,2022,"['G']","Reach, deathtouch
Hypertoxic Miasma — All lands have ""{T}: Add one mana of any color"" and lose all other abilities.",115
"198","Tyrant Guard","normal",3,3,3,2022,"['G']","Ravenous (This creature enters the battlefield with X +1/+1 counters on it. If X is 5 or more, draw a card when it enters.)
Shieldwall — Sacrifice Tyrant Guard: Creatures you control with counters on them gain hexproof and indestructible until end of turn.",256
"199","Assault Intercessor","normal",3,3,2,2022,"['B', 'W']","First strike, menace
Chainsword — Whenever a creature an opponent controls dies, that player loses 2 life.",106
"200","Atalan Jackal","normal",3,2,2,2022,"['G', 'R']","Trample, haste
Skilled Outrider — Whenever Atalan Jackal deals combat damage to a player, you may search your library for a basic land card, put it onto the battlefield tapped, then shuffle.",190
"201","Belisarius Cawl","normal",4,2,4,2022,"['U', 'W']","Ultima Founding — {T}, Tap two untapped artifacts you control: Create a 2/2 white Astartes Warrior creature token with vigilance.
Master of Machines — {T}, Tap X untapped creatures you control: Look at the top X cards of your library. You may reveal an artifact card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",371
"202","Callidus Assassin","normal",6,3,3,2022,"['B', 'U']","Flash
Polymorphine — You may have Callidus Assassin enter the battlefield tapped as a copy of any creature on the battlefield, except it has ""When this creature enters the battlefield, destroy up to one other target creature with the same name as this creature.""",262
"203","Chaos Defiler","normal",5,5,4,2022,"['B', 'R']","Trample
Battle Cannon — When Chaos Defiler enters the battlefield or dies, for each opponent, choose a nonland permanent that player controls. Destroy one of them chosen at random.",180
"204","Commissar Severina Raine","normal",3,2,2,2022,"['B', 'W']","Leading from the Front — Whenever Commissar Severina Raine attacks, each opponent loses X life, where X is the number of other attacking creatures.
Summary Execution — {2}, Sacrifice another creature: You gain 2 life and draw a card.",233
"205","Company Commander","normal",4,2,4,2022,"['B', 'W']","Command Section — When Company Commander enters the battlefield, create a number of 1/1 white Soldier creature tokens equal to the number of opponents you have.
Bring it Down! — Whenever Company Commander attacks, creatures you control gain deathtouch until end of turn.",270
"206","Cybernetica Datasmith","normal",3,0,1,2022,"['B', 'U']","Protection from Robots
Field Reprogramming — {U}, {T}: Target player draws a card. Another target player creates a 4/4 colorless Robot artifact creature token with ""This creature can't block.""",192
"207","Deathleaper, Terror Weapon","normal",4,3,3,2022,"['G', 'R']","Flash
Haste
Flesh Hooks — Creatures you control that entered the battlefield this turn have double strike.",106
"208","Epistolary Librarian","normal",4,3,4,2022,"['U', 'W']","Veil of Time — Whenever Epistolary Librarian attacks, you may cast a spell with mana value X or less from your hand without paying its mana cost, where X is the number of attacking creatures.",191
"209","Exalted Flamer of Tzeentch","normal",4,2,4,2022,"['R', 'U']","Sorcerous Inspiration — At the beginning of your upkeep, return an instant or sorcery card at random from your graveyard to your hand.
Fire of Tzeentch — Whenever you cast an instant or sorcery spell, Exalted Flamer of Tzeentch deals 1 damage to each opponent.",260
"210","Gargoyle Flock","normal",4,2,2,2022,"['G', 'U']","Flying
Skyswarm — At the beginning of your end step, if a creature entered the battlefield under your control this turn, create a 1/1 blue Tyranid Gargoyle creature token with flying.",183
"211","Ghyrson Starn, Kelermorph","normal",3,3,2,2022,"['R', 'U']","Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Three Autostubs — Whenever another source you control deals exactly 1 damage to a permanent or player, Ghyrson Starn, Kelermorph deals 2 damage to that permanent or player.",309
